id,song_name,danceability,energy,liveness,kmeans
6xEnbXM1us9fDJy2LC0lru,Bang Ya Fucking Head,0.69,0.76,0.134,0
4ZOxwKHoHlhIZPzucOUVoY,BLUE JUICE,0.799,0.966,0.6579999999999999,1
2AoJ1NSLrqfppo6oT5Bqc8,Loch Ness,0.936,0.476,0.402,0
30Q5BsSJBLb9SGm0BtuJj4,Hold Uh,0.838,0.634,0.111,0
3Xi5SYx5pOqte5tLKHEmPb,Bone Saw,0.964,0.51,0.0549,0
2bmSQxuradc103RXzvjTkE,Coffin Wave,0.83,0.387,0.0926,0
2Tu4kHEeIVFn6Re2ybm2lQ,OhNo!,0.455,0.525,0.125,0
0QVG9r2otIXoWCHyh09SqU,TheArtOfCremation,0.748,0.573,0.0929,0
78w3kPqUAwDjADBY3xAGHl,OakGroveRoad,0.745,0.688,0.077,0
02803el8p3mKqcJzJ3Agpp,WhatWasThat,0.722,0.519,0.1889999999999999,0
5Njf3sGQoxQJqcR4gUbttZ,FunnyToSeeYouHere,0.657,0.473,0.108,0
7BLFY8GsDyUkaARTv0uwKH,John Dee,0.936,0.474,0.111,0
2bmjoUqk5ELqted5imBtMd,Kybalion,0.765,0.62,0.16,0
4Uk53I7Lz6bzctGoyNxf8W,Killer,0.65,0.952,0.337,1
7FoW7q7uZGOHlGi9w5mUxN,608,0.386,0.936,0.381,1
6dm3aVYUAfZtdFeLAG6R9F,Eternal Dreams,0.563,0.68,0.122,0
5QArbhcHhpW48U4cK3Joj9,Nightmare Choir (I Been Asleep Too Long),0.777,0.902,0.275,1
2Bkfvi3pCcwoJwnmd45OnA,Exodus,0.607,0.7490000000000001,0.2339999999999999,1
2XLdbJRfl2UHHzIurEFgAA,Vengeance,0.628,0.573,0.0874,0
2Iwf4sAnEgkuxxnJ61du8z,Claustrophobia,0.4679999999999999,0.325,0.109,0
04MKRNwoX7TqQkA0ZrtMbC,Rearranged,0.512,0.44,0.233,0
5DV8yoddFyjLVfRT6pfAht,Paralax,0.504,0.48,0.1009999999999999,0
1XKlzwkRZmyrz2OjVqNIyl,Exsanguination,0.608,0.662,0.0409,0
78SOPBLZeBjDQ9NVTePOPE,Mutiny,0.7829999999999999,0.684,0.222,0
1NJel5c5LSc9Ac7UAeoJtp,Centipede,0.6679999999999999,0.479,0.12,0
18hIrODUziu3KyUxeDKlcq,Грустная сука,0.528,0.617,0.146,0
04xhIz4DiBGDECn7kIFodv,This World Is Sick,0.7959999999999999,0.7559999999999999,0.128,0
6Q1LtmZPFRGNZbH6VdarBQ,Пламя,0.299,0.381,0.0932,0
3uvKXKQxcmjPT7letWh3Pf,2:45,0.644,0.64,0.146,0
1K86gziny1mnNIisKBqzhH,who is he,0.473,0.843,0.102,1
7yvTs8trSYMtNNisA0nT73,Sleeping,0.471,0.618,0.16,0
3Pk6O7DndRfH1q6UFsCaWm,Timeless,0.665,0.446,0.3229999999999999,0
5mPUo1HP5K4H6hepYHqbZx,Pound for Pound,0.812,0.7070000000000001,0.5870000000000001,1
2x7mBK5ozd9hwneRKMVpkD,Finger Trembling,0.262,0.897,0.11,1
3kBa1eXqkSvfCLmG8VqQ10,Overload,0.5710000000000001,0.865,0.0906,1
5XAPpyIoYF3QXP34Hv8Pvx,Kill Yourself (Part III),0.753,0.679,0.423,0
4yORBk6ZyYsJpnJchyZevc,2nd Hand,0.935,0.429,0.102,0
3NSgQjYihV40pOmn8AQevz,Antarctica,0.726,0.634,0.0916,0
3SCVHoGHV7GL0hmqcOIpqh,Memoirs Of A Gorilla,0.8540000000000001,0.98,0.5479999999999999,1
70nmZhHZLNVYWP4NON41Zw,Runnin' Thru The 7th With My Woadies,0.526,0.62,0.139,0
4owRIrDAJPqNWGf2SGC3H8,Mount Sinai,0.84,0.444,0.0623,0
6yK9kwo8cBoVRNOylq0yNc,FUCKTHEPOPULATION,0.818,0.5760000000000001,0.105,0
3bNCifwGPjqeeqzpjrFG9k,Magazine,0.8809999999999999,0.903,0.109,0
599cYawsBthDvauPoXNr7U,2 Hot 4 U (feat. $Uicdeboy$),0.77,0.623,0.1169999999999999,0
2I12vOWeJU5ayhr6ha6esf,O Pana!,0.8,0.505,0.198,0
0kCfKToIFZFQQAaSQHcjRL,LTE,0.7809999999999999,0.493,0.123,0
4XQDrALwqj4J1YPqg58sDV,Champion Of Death,0.8170000000000001,0.911,0.42,1
0AQXOzjEG2ofwGrDyqUY7H,Seppuku (feat. Suicideboy$ & Jgrxxn),0.8140000000000001,0.74,0.12,0
3cQPyVlnrmmWU5fQJxl0q9,You're Now Tuning Into 66.6 FM With DJ Rapture (The Hottest Hour Of The Evening),0.6779999999999999,0.77,0.184,0
2wzpr7E2FkOISAbYQOtPmZ,Slip On A Banana Clip,0.755,0.7879999999999999,0.311,0
7EnGzsqQi0bAVGQw8i4WIQ,A Death In The Ocean Would Be Beautiful,0.81,0.524,0.105,0
3mRBSk7h2Vr0D0yott8VhC,Shattered Amethyst,0.8059999999999999,0.7020000000000001,0.3229999999999999,0
7ae2GdeXS5Tvo5RvdNwgaz,Goosebumps,0.89,0.74,0.244,0
7tUXZgLbOCvRJ9FBlairoU,Venom,0.909,0.573,0.657,0
7m1oRKYiZCfuKXRMWGefWR,Bury Me,0.735,0.933,0.1,1
1AADsJz09BwnKW4yYFQwXU,Hack Slash,0.698,0.987,0.3429999999999999,1
5zjdL4aLh3D3wOKeRkZSL6,2000 Rounds,0.5770000000000001,0.6920000000000001,0.0989,0
1e0HLyx0SlmAhwTm2un9ft,Sea Sick,0.8270000000000001,0.7709999999999999,0.109,0
0SbKWYPENsANEIIgnCK45e,Grain,0.68,0.7070000000000001,0.0969999999999999,0
1k31A67B0r2PDytoPR283x,"Beware, the Sirens",0.721,0.899,0.126,1
7vNYfMAh3bvHGmRxve1YAg,Kali Yuga,0.777,0.812,0.185,0
4Ao4XHlqBTKsCil8R6e8fD,Hexada,0.579,0.813,0.365,1
6rF4PCqJq0p4MAWgecwfIl,Caligula,0.86,0.524,0.0993,0
0K1fOHUHEsv1lnq2yU1VG5,Niagara (feat. Lil Peep),0.425,0.508,0.244,0
5dBP9gDiDlsXiitxvB4HGb,Scrying Through Shattered Glass,0.494,0.695,0.223,1
0kHEr6iF9m7mrkTjv9pbZ6,Polaris,0.649,0.772,0.103,0
5twSsmNWVzQ5VNA6GzwtHn,Rapture,0.8140000000000001,0.758,0.204,0
7lnCmYYscC0mijoPe3Blx8,Blackmage,0.37,0.856,0.18,1
4Qwnjgav8p1B2F1EgcMQRW,Tartarus,0.888,0.906,0.266,0
73IDzojzHitmvwVovPG7V2,Until the Light Takes Us,0.816,0.62,0.251,0
0FP2R9giDksk3a1GUQLfOz,As Above so Look out Below,0.713,0.8390000000000001,0.106,0
1PeIKwD4ifLR2jYWCsUgnX,Swan,0.449,0.645,0.107,0
0efgEM1LQDbK43rqPH2Iyd,Sneak Diss (feat. So6ix),0.923,0.94,0.136,0
3lTAwJ7GAsm6mFkRejOXIm,Plague Doctor Mask,0.8320000000000001,0.802,0.139,0
2U03OmZKC7YIPkYBgJnJfA,Some of Us May Never See the World,0.569,0.7120000000000001,0.144,0
3jnTBMdckWNzC7PJV96kQ1,Filth,0.476,0.825,0.115,1
164uPGiUKnYHwJOHcgfy1e,Homecoming,0.4029999999999999,0.696,0.0722,1
1j82fFDqVM2Sgb8tfMidBv,Blood,0.836,0.706,0.0927,0
05ConZJSdJrCGeurdurJ7m,Sweat,0.818,0.7090000000000001,0.259,0
6dCuGVBOQmVNEbRIDEUHy0,Tears,0.8490000000000001,0.522,0.209,0
0vWwLLUSleBmyBGmL5GbLv,Anabolic,0.703,0.536,0.139,0
2JUs4EVimq0ShpPeIgeokl,HDMI,0.708,0.298,0.304,0
1LpFxoC3TDeUSjU2qp3Iu1,Dirt,0.852,0.721,0.11,0
3MAfAtD9lKvugbWzaz21LS,Oxygen,0.6940000000000001,0.514,0.115,0
63biRmMYSLjClGv5arakyn,Branches,0.595,0.3329999999999999,0.0998,0
5m5aCXvh8q8fBNcGzneWQt,CtrlAltDelete,0.721,0.8029999999999999,0.109,0
6YhDanPMUpBxzIOB8jlgOG,BlastZone (ЗонаПоражения),0.846,0.616,0.1009999999999999,0
37fcOImXwKOFOUwKYud0W0,CharacterSelect (ВыборПерсонажа),0.76,0.5760000000000001,0.1939999999999999,0
12WAcEcT03Hkvdwb343fcU,RestInPeace (Prod. by The Virus And Antidote),0.529,0.8170000000000001,0.178,1
4Ms7qEi3z5qNjpD41OWHhf,BlackMold,0.5589999999999999,0.514,0.0982,0
3sRfyb4OsHeKhN9yMmXdPz,Toxin,0.965,0.59,0.0917,0
6IBsaKAy1kDhsqDK9niOht,Electric,0.596,0.8809999999999999,0.0798,1
0zltCbKuXQlZi0DHEli83W,Cranium,0.7120000000000001,0.982,0.147,1
4a9j7bIg4BT9J87pQT7b8j,Friday,0.6970000000000001,0.873,0.22,1
1RlZcBrZ2215I0RIS5ElT0,Hooky,0.841,0.516,0.0781,0
7EuMuKPHTUKw97m0KJHbtx,Kalaxian Crystals,0.7390000000000001,0.4629999999999999,0.423,0
69m28mCqbgVcDI8GEkUzWw,Slurp,0.865,0.8909999999999999,0.0842,0
0yOvaZL3DVgvYjzYKfilSF,BROKE ft. Prohibeo,0.775,0.634,0.0628,0
33wSeazReUjdpjlpG2O7gI,Lies,0.7390000000000001,0.498,0.0939,0
6NGpZZYR8pzj7jo6oc2icJ,Terry McGinnis,0.725,0.578,0.387,0
3YmPKPB5B6bfCZYgF0wmiq,Gremlin,0.63,0.8759999999999999,0.223,1
7l6Wb98Dnxb5n1ufADNHLa,Giant Squit,0.7040000000000001,0.838,0.102,0
1ojp0kfnXyRvr5cemuU0qD,You Are Not Like Us,0.735,0.8109999999999999,0.528,1
01gihn8zKrwsafKnD3UGDz,Arachnids,0.8640000000000001,0.727,0.295,0
5WY9OTNkgX1Sd1WluZL77F,Give Ah Fuck,0.48,0.984,0.472,1
6xPjbdiUqIqM3uD1B0JA1o,Death Wish,0.726,0.823,0.7070000000000001,1
5X5Kd4ULRLE5Rd7p8tmahp,Allergies,0.755,0.765,0.565,1
11eVByVk8tL0JSBFlvan5i,Cut Throat,0.8809999999999999,0.445,0.114,0
21cGO6AxAJJDTV7Po9ywZa,Memoirs of a Gorilla,0.8490000000000001,0.98,0.551,1
1Xy9svIXQU6euAlGi7uutt,Benz Truck (гелик),0.602,0.762,0.121,0
7ksRhRXztNfSwm8W7uFq1f,Norf Norf,0.924,0.5429999999999999,0.11,0
6IkCht32pbDskKd8NWzWBF,Dat $tick,0.919,0.493,0.122,0
6kl1qtQXQsFiIWRBK24Cfp,"RAF (feat. A$AP Rocky, Playboi Carti, Quavo, Lil Uzi Vert & Frank Ocean)",0.848,0.6629999999999999,0.108,0
5Uj6Zy5QoGdEZob7xRUakV,Crazy,0.475,0.7879999999999999,0.128,1
6oBL8TdQHEO7jeEdqECg37,Still Cold / Pathway Private,0.762,0.41,0.157,0
3RAMLlYnwk3CObaU4V4RBx,The Chills,0.789,0.623,0.0835,0
7m1p5O2UOyQM14DVIZUwGx,Slip on a Banana Clip,0.7559999999999999,0.794,0.314,0
6lsxMdXKFAXZDPe8om1iOI,Lights,0.799,0.546,0.0836,0
0FmrNFYyLLRtIS7XWJPLLk,Akina Speed Star,0.931,0.273,0.1369999999999999,0
6eL1ncVDtQHgSm3E288TS7,Big Fish,0.898,0.547,0.37,0
27H0ZfxRxOC97n72akzapS,The Bodies Fall Just Like the Leaves,0.835,0.5589999999999999,0.1159999999999999,0
6jSvKhj9D9tXTgiyOHhYn8,Story: No Title,0.716,0.745,0.103,0
3Bo3lNVQTtZYMCoItX8dKW,P.S Fuck You Cunt (feat. Lil Peep),0.723,0.4589999999999999,0.11,0
40zwfL4MFqa3LN5Cauu70u,Torch,0.8490000000000001,0.736,0.0757,0
6fMIRwUAU2Zyb2IaMGiyAg,"Buff Squad (feat. Pouya, Shakewell & Germ)",0.762,0.509,0.155,0
1uDtlAvSiXgktRJjA8LpWC,Sarcophagus III (feat. $Uicideboy$),0.7559999999999999,0.74,0.6459999999999999,1
2XT4tF5bnKqmxZi6rxN43d,Virginia Tech,0.727,0.846,0.143,0
177BasCdDuPYuv0E0Ujbqs,Lte,0.7829999999999999,0.497,0.124,0
0AANzyXvGrG0buJ8bksZyt,Fuckthepopulation,0.841,0.5760000000000001,0.105,0
2ww1CemCVpqs9sQXO9jfN2,Gloss of Blood,0.685,0.402,0.402,0
4kBrbBGK0vLW1CihB20Qtq,100K,0.556,0.449,0.446,0
7Cye3UbCA6UNuDykdCf3AB,Dark Light,0.625,0.45,0.1169999999999999,0
35su7ZktjYPHSIUSKlr7XD,"But Wait, There's More (feat. $uicideBoy$)",0.8,0.8240000000000001,0.0527,0
4zoYSZrDb3EUPWlDi2OwAC,Great Influence,0.7340000000000001,0.7240000000000001,0.248,0
44X2fcZQhyywsHTmvbS5zY,It Don't Matter,0.777,0.742,0.0957,0
7yZBKFxnmoHLJFhAy2BBlo,absolute in doubt,0.733,0.66,0.151,0
4CHp6dRZTeFAu4bSOxfH7Y,Boss,0.8029999999999999,0.789,0.3779999999999999,0
46eK1kembooWblMi7M7yLM,Look at Me Now,0.649,0.5379999999999999,0.0928,0
4mx0eNjjZUyOzfY3I4P9HD,Bulletproof,0.58,0.867,0.14,1
6lt8N5nSY1EaiyeDRAIwcW,Contraband,0.8009999999999999,0.679,0.188,0
3PcrNUFsSYnkJJNE6roBKl,Deira City Centre,0.677,0.655,0.162,0
2djY65hifu2a4R2WqcXqKL,Kyoto,0.623,0.716,0.113,0
2KSFen8RLeGFqBQ8Dfx1gU,Pull Out Game,0.797,0.542,0.0838,0
3f9xcqxIGsm85RFjGEG2W9,Bird Is The Word,0.85,0.542,0.0774,0
7t2eWdGWBTAxaXxaGqq9ts,Life Is Short,0.743,0.411,0.292,0
1hXn4XPjJ40toZWl2bWYZu,Here We Go Again,0.8759999999999999,0.759,0.475,0
4DgImhJ5lY30bQdY6zVsb4,Bloodshed,0.665,0.8270000000000001,0.351,1
4zIMuGSdbGTahvHB7CloVR,Wassup Bro!,0.81,0.585,0.0959,0
1rr9KQgLpdA8gN307EufaA,ACT 2 - BirthOfTheSpaceGod,0.618,0.743,0.452,1
0NeiQDX41fUCbSVkek4qBQ,Grey Tee,0.622,0.8590000000000001,0.0797,1
2os38o5E7NoO4B2cx42h5V,Sleeping Bag,0.674,0.6459999999999999,0.104,0
4rLltALU0JVawcOAA88bnQ,Afterlife,0.628,0.53,0.0642,0
0cITCVs87JVapD98fVnj7X,King Cobra (Drippin'),0.877,0.655,0.0948,0
7Cq27Qc3WRyQ3ddwVslpVZ,Heart Attack,0.585,0.895,0.32,1
3STThGLjuFSaoseZvWupmx,Chain$Aw,0.7170000000000001,0.925,0.287,1
3IIArPxV2jUXk2zTKbzCVx,"King, Scar.",0.7140000000000001,0.853,0.1159999999999999,0
44AH8XwgrebHvQAZJbSrsV,P.T.S.D,0.473,0.772,0.3989999999999999,1
3whnCBcKgmEstjzv3Kxruh,Brand New,0.767,0.637,0.105,0
0Z9sJ77J6qKd2HYv32ynUS,Jukai,0.7190000000000001,0.7040000000000001,0.0753,0
25EQ1EYpBTC26cRRoiLsTf,Philosopher's Throne,0.85,0.4579999999999999,0.122,0
2wf9bp4MkChojtljddWpbO,PRBLMS,0.672,0.574,0.18,0
5GxLshYIBBgkrW4a9aUVn0,Back At It,0.758,0.716,0.0653,0
6Ikh2kZIzZ2GEKpZfrV3D3,Fuck a Hoe (feat. $Uicideboy$),0.76,0.774,0.1989999999999999,0
1mWYAMktr6Ggh9paVLyc69,Broken,0.508,0.417,0.128,0
6AK1RhuJ2zNxPO15SGtRsf,3 Xans,0.8690000000000001,0.5720000000000001,0.103,0
6Y80EzVMJjFp9Yxy50SN7D,LoyaltyRunsDeepInDaLongRun,0.985,0.525,0.1159999999999999,0
0UzDPAMBI8miCHsYoqRb7g,Skywalker,0.738,0.7120000000000001,0.0773,0
3Q241k92c1I5sqKbdw6Ujb,White Wine,0.675,0.574,0.108,0
0Tts40MjmgraglRVSaggue,Smoke Break,0.8759999999999999,0.726,0.366,0
5O7aJIOY5BWvpCkQo23092,Louis V,0.725,0.5539999999999999,0.489,0
4MrtFJI2CDTRJs9FXpBdGo,Fuck A Swisher,0.89,0.422,0.0925,0
3DzuPzpdZtn3oFVZ9gcy0M,RampartRange,0.8490000000000001,0.413,0.106,0
6r7ULK6c5CLVvImjTIztl1,Floor 555,0.695,0.6859999999999999,0.365,0
6mAz8D1TmlTuef90dbNIiZ,Plug Walk,0.8759999999999999,0.519,0.108,0
6fxWseQSRKOF2nfkGbaJWO,Haunt U,0.4629999999999999,0.632,0.127,0
694J4C7mBU2dWxQBphFslt,Buttcheeks,0.7090000000000001,0.362,0.107,0
0kVivrCfN1ffLCno8z2TAJ,Back off Me,0.7709999999999999,0.5660000000000001,0.109,0
4uVrs1SNb31FknIkIOTF9t,Intro.Desolation,0.136,0.821,0.325,1
11NHApIN2R0DZJDypPYeFJ,The Singularity,0.476,0.495,0.506,1
2jUav7K1nwfKyVosT94ACA,D(R)Ead,0.499,0.893,0.0907,1
67lnnsYIuwF3cFmweH0DgS,Trench Coat,0.851,0.634,0.0766,0
0l2wHmelVoDebG5b3guSp6,"I've Seen Satan, He Has Dreadlocks",0.241,0.928,0.612,1
263xCtrMwyZsXxYcibwNEk,Your Desire,0.622,0.635,0.119,0
1T6ahdAqK73fZ7UaN8lLMQ,Byberry,0.745,0.703,0.095,0
15IO0wZKmtlASLBVAv2DbA,Benadrylled,0.855,0.659,0.0957,0
5bjvEzg9fG68IRMSrkVSot,Dream Journal,0.5489999999999999,0.44,0.0909,0
6aksxALGxEL6kOOvITALIm,Hannah Baker,0.7020000000000001,0.5670000000000001,0.359,0
5LuB8k1xvs3cWKTgg7fM6l,20k,0.53,0.732,0.073,0
34eGYn0anbn2aEgdos5IBY,Whatever,0.726,0.5489999999999999,0.345,0
5R2pG7PUaEelpscZrA814W,Nightstalker,0.708,0.423,0.136,0
5XGeOySEuf66LxJoVqzfeW,Headfuck,0.66,0.604,0.196,0
16We63cC503m1TMVeZlrvL,sleep at night,0.447,0.652,0.184,1
0xWggLjkf1hLZB5cZP874Q,Pulling Teeth,0.278,0.47,0.148,0
4OcxBd349UIgErVz81V2TY,AI,0.321,0.949,0.579,1
4BkM0A2FwgLB8Av8fKLMzg,Lazaretto,0.542,0.923,0.397,1
7pas6O1LYbaeChEFQBhPFU,coordinate,0.688,0.6579999999999999,0.335,0
4HfaOznGhHYWqPtpLYz2PB,Rocket Ship,0.953,0.38,0.127,0
0mnVrUP1TAoO223C0N2NYI,Trap (feat. Lil Baby),0.8809999999999999,0.742,0.156,0
78QR3Wp35dqAhFEc2qAGjE,Drip Too Hard (Lil Baby & Gunna),0.897,0.662,0.534,0
4mIXmsA9lwT7sk8rkrnEFE,Snow Globe (feat. NAV) - Remix,0.705,0.619,0.176,0
5J7oY1Dn3fME9mUEsZtGvd,1000,0.782,0.449,0.111,0
6Shhh5DVoTBp9KWV1hsba2,Henny,0.643,0.82,0.1009999999999999,0
2ZN1EnypRwsD38EoFRwmu9,Droptop in the Rain (feat. Tory Lanez),0.73,0.581,0.106,0
65xzgxTCk4JcmhcHXtt7oL,Flexin,0.648,0.5429999999999999,0.1009999999999999,0
3x5F5wMcutQ4Fluez44tZm,HOOD,0.481,0.604,0.162,0
1CJzOLz3J4zhXSj3MFOmD5,For My Bros,0.738,0.581,0.1009999999999999,0
20BSdaBpIUvUv6PUvqJN8l,Dope Game,0.84,0.539,0.124,0
1ttPzkTSpQUFcEGx8bjerL,Every Season,0.936,0.7040000000000001,0.104,0
2H5CLUmtvo2VHEeWzMtUqW,LOST (feat. Kid Cudi),0.908,0.499,0.078,0
2FTOLKjQUswhpdMFq15Raf,SPEEDBOAT,0.925,0.628,0.358,0
4gmmRb6bZJffOOiww1JGTO,No Heart,0.906,0.444,0.173,0
7gHZGXSJzM29WA384suYY2,Secure The Bag,0.8029999999999999,0.7190000000000001,0.425,0
7wBJfHzpfI3032CSD7CE2m,STARGAZING,0.487,0.789,0.1889999999999999,1
2JuKanDBTFLx1rVuypB8tQ,Blue Faces,0.77,0.4589999999999999,0.0792,0
0joQFwiBKmi6X1Iq5R1ubH,Codeine Crazy,0.745,0.617,0.389,0
0et3KfGLKitEvAnvzIa4X0,Who Shot Johnny?,0.887,0.627,0.109,0
0M52bTppxI3QQxan8ftIsY,Rari (feat. Future),0.574,0.812,0.15,1
1u6rWB9oU2ngLcidsACqsM,Days,0.6809999999999999,0.608,0.108,0
6PHbWsTTlmQKF9i9VC1KFv,Ridin Strikers,0.595,0.534,0.107,0
6dVZCbi9CYtD9LjAHXRjIG,Mask Off (feat. Kendrick Lamar) - Remix,0.72,0.424,0.4529999999999999,0
6REbwUNlppTfcnV4d4ZoZi,Swimming Pools (Drank),0.5770000000000001,0.447,0.0899,0
3vCzerngFaftC640dbuh8B,Lies About You (feat. Lil Durk),0.755,0.631,0.111,0
0rGipWrGwAnZsaVkyiJpap,Day for Day,0.737,0.562,0.0727,0
09GFuRGVmdfKNuGNcRxEJP,Neptun,0.701,0.662,0.109,0
3Z52thjMFyjbF5L35dcBwG,MiAMi (feat. Gunna),0.674,0.862,0.113,1
1wJRveJZLSb1rjhnUHQiv6,Swervin (feat. 6ix9ine),0.581,0.662,0.111,0
4JRe23RYB0fN3rkYj1Uqm2,12,0.747,0.557,0.103,0
7EtAE242kivzlxxOAL29bS,Hardly,0.595,0.645,0.165,0
5yBkL33OP3NXvlBWZa6su4,Savage,0.768,0.484,0.342,0
6b4A1mLzePAHGn3XCicLAe,SIRENS | Z1RENZ [FEAT. J.I.D | J.1.D],0.66,0.784,0.113,0
6pcywuOeGGWeOQzdUyti6k,Glock In My Lap,0.847,0.733,0.151,0
14PWHDV87nXiSuClZDsEYC,Richard Millie Plain,0.7440000000000001,0.674,0.128,0
1XRgIKC5TPwo7nWGyKqgG0,I Get the Bag (feat. Migos),0.89,0.633,0.0993,0
5ihDGnhQgMA0F0tk9fNLlA,Thought It Was a Drought,0.861,0.4479999999999999,0.0902,0
5BSz8sJO2YmKfNVQG7fq2J,ULT,0.772,0.7859999999999999,0.2019999999999999,0
01Lr5YepbgjXAWR9iOEyH1,Love Sosa,0.772,0.413,0.111,0
5YP6yKgGGsXKukqxXypVAf,F&N,0.728,0.628,0.0735,0
5lz22ruIyhbvO7Qw2Mt157,Remember Me,0.7829999999999999,0.621,0.0909,0
7eBqSVxrzQZtK2mmgRG6lC,Murder On My Mind,0.759,0.73,0.11,0
4Q3N4Ct4zCuIHuZ65E3BD4,Tunnel Vision,0.497,0.489,0.122,0
4F6yN5FsFW10Ucx7cLCzBh,Ready (feat. Gunna),0.7929999999999999,0.395,0.109,0
2bSk87AVkCIIC3Bcligq1z,Life Goes On,0.716,0.541,0.115,0
2LNMhZ3YijTO7USmqjgJfG,CLOUT COBAIN | CLOUT CO13A1N,0.794,0.4479999999999999,0.109,0
6pUBrvKfJL4qmn95mxU7rC,Respect the Game,0.603,0.67,0.326,1
0ESJlaM8CE1jRWaNtwSNj8,beibs in the trap,0.743,0.5710000000000001,0.291,0
2Am26UXisQ91vBLYdqd7Pa,Underdog (Lil Baby & Gunna),0.7909999999999999,0.735,0.134,0
7wcyO1rrH3Ru4t659IjG41,Crushed Up,0.7809999999999999,0.597,0.152,0
2MyCT1iCuBUhcO8zbjOyRW,Dance For Me (feat. NAV),0.557,0.526,0.128,0
7fxSLnklnayJNBIKntXedZ,Slidin,0.774,0.706,0.104,0
5pL7AIud5STzlQBlTJp7WT,DIRTY DIANA,0.799,0.636,0.106,0
4HXydnNLWEAASziH3965ZE,Chicken Soup,0.7120000000000001,0.778,0.127,0
5zsQiqQgr5Ta70y2czV280,Risky,0.6559999999999999,0.5720000000000001,0.1639999999999999,0
1SHei85qV8JtytFwJq3MkF,break da law,0.904,0.575,0.256,0
1T5mVPJE6LilJ7f73L3UDo,Gook,0.6679999999999999,0.805,0.139,0
577YBGuskWkVDCxZrLRB4v,Pure Cocaine,0.964,0.487,0.115,0
6yMU8B5bngQpBBcYaFWqBC,Real in My Veins (feat. T-Shyne),0.635,0.632,0.0615,0
0oK6aZFtGPCCQ83lChpGO3,Nolia (feat. Kevin Gates),0.813,0.483,0.0991,0
7hZoTr4ffMGqm9opMiGmBp,ONCE UPON A TIME (FREESTYLE),0.653,0.91,0.111,1
7C3Q2ZwTi8Uv5egru4g03j,PEN,0.851,0.5589999999999999,0.108,0
1q9q1qYxWEumKDEcSq5ztg,What You Want,0.8059999999999999,0.426,0.133,0
7yMvF3mjdsFStdOiMpiFNx,Analog Keys,0.71,0.715,0.289,0
4fga12MJbUa7ShmyJKHeIJ,Purple Baguettes,0.7170000000000001,0.436,0.11,0
3L19besdNQzd342qL78xqm,Demons and Angels (feat. Juice WRLD),0.81,0.55,0.107,0
2JTF8oe4V274JR1WnOW4Jl,Slow Motion,0.691,0.755,0.261,0
7e5WppzulpdTKAQu7uUNch,Dem Callin' (feat. Ramriddlz),0.578,0.721,0.3289999999999999,1
